make_model,body_type,km,age,Gearing_Type,Fuel,hp_kW,price
Audi A3,Sedans,79000.0,3.0,Automatic,Diesel,81.0,18700
Audi A3,Sedans,40700.0,3.0,Automatic,Diesel,81.0,18700
Audi A3,Sedans,41350.0,3.0,Automatic,Diesel,110.0,18640
Audi A3,Sedans,70000.0,3.0,Automatic,Diesel,81.0,18500
Audi A3,Sedans,80000.0,2.0,Automatic,Benzine,110.0,18500
Audi A3,Sedans,71028.0,3.0,Manual,Diesel,81.0,13480
Audi A3,Compact,110396.0,3.0,Manual,Benzine,92.0,13500
Audi A3,Station wagon,69400.0,3.0,Manual,Diesel,81.0,13479
Audi A3,Compact,104355.0,3.0,Manual,Diesel,81.0,13450
Audi A3,Compact,88191.0,3.0,Manual,Diesel,81.0,13444
Audi A3,Compact,82100.0,3.0,Manual,Benzine,92.0,13400
Audi A3,Sedans,152818.0,3.0,Manual,Diesel,81.0,13399
Audi A3,Sedans,136819.0,3.0,Manual,Diesel,81.0,13280
Audi A3,Station wagon,79988.0,3.0,Manual,Diesel,81.0,13250
Audi A3,Sedans,69800.0,3.0,Manual,Diesel,81.0,13000
Audi A3,Sedans,92233.0,3.0,Manual,Diesel,81.0,12980
Audi A3,Sedans,70000.0,3.0,Manual,Diesel,81.0,13250
Audi A3,Station wagon,116000.0,3.0,Manual,Diesel,81.0,13100
Audi A3,Compact,72265.0,3.0,Manual,Benzine,92.0,13100
Audi A3,Sedans,136552.0,3.0,Manual,Diesel,81.0,12990
Audi A3,Sedans,92146.0,3.0,Manual,Diesel,81.0,12960
Audi A3,Sedans,149999.0,3.0,Manual,Diesel,81.0,12950
Audi A3,Compact,109571.0,3.0,Manual,Benzine,92.0,13500
Audi A3,Sedans,144000.0,3.0,Manual,Diesel,81.0,12950
Audi A3,Compact,110396.0,3.0,Manual,Benzine,92.0,13500
Audi A3,Compact,109571.0,3.0,Manual,Benzine,92.0,13500
Audi A3,Compact,100832.0,3.0,Manual,Benzine,92.0,13500
Audi A3,Compact,110396.0,3.0,Manual,Benzine,92.0,13500
Audi A3,Compact,109571.0,3.0,Manual,Benzine,92.0,13500
Audi A3,Compact,109571.0,3.0,Manual,Benzine,92.0,13500
Audi A3,Compact,100832.0,3.0,Manual,Benzine,92.0,13500
Audi A3,Compact,110396.0,3.0,Manual,Benzine,92.0,13500
Audi A3,Compact,100832.0,3.0,Manual,Benzine,92.0,13500
Audi A3,Compact,109571.0,3.0,Manual,Benzine,92.0,13500
Audi A3,Compact,110396.0,3.0,Manual,Benzine,92.0,13500
Audi A3,Compact,100832.0,3.0,Manual,Benzine,92.0,13500
Audi A3,Compact,110396.0,3.0,Manual,Benzine,92.0,13500
Audi A3,Compact,109571.0,3.0,Manual,Benzine,92.0,13500
Audi A3,Sedans,96100.0,3.0,Manual,Diesel,81.0,12949
Audi A3,Sedans,78190.0,3.0,Manual,Diesel,81.0,15980
Audi A3,Sedans,70766.0,3.0,Manual,Diesel,110.0,15840
Audi A3,Sedans,157000.0,3.0,Manual,Diesel,100.0,15950
Audi A3,Sedans,79990.0,3.0,Manual,Diesel,81.0,15990
Audi A3,Station wagon,69800.0,3.0,Manual,Diesel,81.0,15990
Audi A3,Sedans,71200.0,3.0,Manual,Diesel,85.0,15980
Audi A3,Sedans,61925.0,3.0,Manual,Diesel,81.0,15980
Audi A3,Sedans,81103.0,3.0,Manual,Diesel,110.0,15830
Audi A3,Sedans,77452.0,3.0,Manual,Diesel,81.0,15990
Audi A3,Sedans,70700.0,3.0,Manual,Benzine,81.0,15680
Audi A3,Sedans,70028.0,2.0,Manual,Diesel,81.0,15820
Audi A3,Sedans,49000.0,2.0,Semi-automatic,Diesel,81.0,22500
Audi A3,Sedans,50500.0,2.0,Semi-automatic,Diesel,85.0,19000
Audi A3,Sedans,133990.0,3.0,Semi-automatic,LPG/CNG,81.0,17600
Audi A3,Sedans,73000.0,3.0,Semi-automatic,LPG/CNG,81.0,20000
Audi A3,Convertible,37000.0,3.0,Semi-automatic,Diesel,110.0,20000
Audi A3,Sedans,57000.0,3.0,Semi-automatic,Diesel,81.0,20000
Audi A3,Sedans,73000.0,3.0,Semi-automatic,Diesel,110.0,24900
Audi A3,Sedans,20000.0,1.0,Semi-automatic,Diesel,85.0,23500
Audi A3,Sedans,13082.0,2.0,Semi-automatic,Benzine,110.0,24900
Audi A3,Sedans,20933.0,2.0,Semi-automatic,Diesel,85.0,24900
Audi A3,Compact,46298.0,3.0,Semi-automatic,Benzine,110.0,24860
Audi A3,Sedans,10800.0,1.0,Semi-automatic,Diesel,110.0,24700
Audi A3,Sedans,23484.0,1.0,Semi-automatic,Diesel,85.0,24500
Audi A3,Sedans,29000.0,2.0,Semi-automatic,Diesel,81.0,24500
Audi A3,Sedans,20000.0,1.0,Semi-automatic,Diesel,110.0,24500
Audi A3,Sedans,58444.0,3.0,Semi-automatic,Diesel,110.0,28300
Audi A3,Sedans,16000.0,1.0,Semi-automatic,Diesel,110.0,28300
Audi A3,Sedans,15.0,1.0,Semi-automatic,Diesel,85.0,27900
Audi A3,Sedans,41.0,1.0,Semi-automatic,Diesel,85.0,28000
Audi A3,Sedans,42000.0,3.0,Semi-automatic,Diesel,135.0,27900
Audi A3,Sedans,70000.0,2.0,Semi-automatic,Diesel,110.0,26900
Audi A3,Sedans,18800.0,3.0,Semi-automatic,Diesel,110.0,28000
Audi A3,Sedans,38000.0,2.0,Semi-automatic,Diesel,110.0,27500
Audi A3,Sedans,19000.0,1.0,Semi-automatic,Diesel,110.0,27000
Audi A3,Sedans,11200.0,1.0,Semi-automatic,Diesel,85.0,27500
Audi A3,Sedans,61000.0,3.0,Semi-automatic,Diesel,110.0,27500
Audi A3,Sedans,7500.0,0.0,Semi-automatic,Diesel,85.0,27150
Audi A3,Sedans,30000.0,2.0,Semi-automatic,Diesel,85.0,27000
Audi A3,Sedans,1.0,1.0,Semi-automatic,Diesel,85.0,27000
Audi A3,Sedans,13000.0,2.0,Semi-automatic,Diesel,110.0,27000
Audi A3,Sedans,47000.0,3.0,Semi-automatic,Diesel,110.0,27000
Audi A3,Sedans,1647.3626086956522,0.0,Semi-automatic,Benzine,85.0,26990
Audi A3,Sedans,1.0,0.0,Semi-automatic,Diesel,85.0,26990
Audi A3,Sedans,20.0,1.0,Semi-automatic,Diesel,85.0,26900
Audi A3,Sedans,60000.0,2.0,Semi-automatic,Diesel,81.0,26900
Audi A3,Sedans,16412.0,2.0,Semi-automatic,Diesel,110.0,26500
Audi A3,Sedans,90000.0,3.0,Semi-automatic,Diesel,135.0,26500
Audi A3,Sedans,1647.3626086956522,0.0,Semi-automatic,LPG/CNG,96.0,26890
Audi A3,Sedans,1647.3626086956522,0.0,Semi-automatic,Benzine,85.0,26490
Audi A3,Sedans,14500.0,1.0,Semi-automatic,Diesel,85.0,26200
Audi A3,Sedans,7000.0,1.0,Semi-automatic,Benzine,110.0,26100
Audi A3,Sedans,59700.0,3.0,Semi-automatic,Diesel,110.0,26000
Audi A3,Sedans,90000.0,2.0,Semi-automatic,Diesel,110.0,26000
Audi A3,Sedans,16000.0,2.0,Semi-automatic,Diesel,110.0,25890
Audi A3,Sedans,55000.0,2.0,Semi-automatic,LPG/CNG,81.0,26000
Audi A3,Sedans,51000.0,2.0,Semi-automatic,Diesel,110.0,26000
Audi A3,Sedans,7790.0,3.0,Semi-automatic,Diesel,110.0,25500
Audi A3,Sedans,51000.0,3.0,Semi-automatic,Diesel,135.0,25500
Audi A3,Sedans,17000.0,2.0,Semi-automatic,Diesel,81.0,25400
Audi A3,Sedans,78000.0,2.0,Semi-automatic,Diesel,110.0,25000
Audi A3,Sedans,2800.0,1.0,Semi-automatic,Diesel,85.0,25000
Audi A3,Sedans,50000.0,3.0,Semi-automatic,Benzine,162.0,25000
Audi A3,Sedans,47000.0,2.0,Semi-automatic,Diesel,85.0,25000
Audi A3,Sedans,32000.0,2.0,Semi-automatic,Diesel,85.0,24950
Audi A3,Compact,57000.0,3.0,Semi-automatic,Electric,150.0,24950
Audi A3,Sedans,22500.0,3.0,Semi-automatic,Benzine,110.0,24000
Audi A3,Sedans,8250.0,0.0,Semi-automatic,Benzine,85.0,23900
Audi A3,Sedans,44400.0,2.0,Semi-automatic,Diesel,81.0,23900
Audi A3,Sedans,36893.0,2.0,Semi-automatic,Diesel,110.0,24500
Audi A3,Sedans,30000.0,2.0,Semi-automatic,Diesel,81.0,24000
Audi A3,Sedans,47000.0,2.0,Semi-automatic,Diesel,85.0,24000
Audi A3,Sedans,28000.0,3.0,Semi-automatic,Diesel,110.0,23900
Audi A3,Sedans,25000.0,3.0,Semi-automatic,Diesel,81.0,23900
Audi A3,Sedans,65700.0,2.0,Semi-automatic,Diesel,85.0,22500
Audi A3,Sedans,133000.0,3.0,Semi-automatic,Diesel,135.0,23900
Audi A3,Sedans,10000.0,1.0,Semi-automatic,Diesel,110.0,23700
Audi A3,Sedans,10.0,1.0,Semi-automatic,Benzine,85.0,22500
Audi A3,Sedans,44000.0,2.0,Semi-automatic,Diesel,81.0,23500
Audi A3,Sedans,19000.0,2.0,Semi-automatic,Diesel,85.0,22500
Audi A3,Sedans,46000.0,2.0,Semi-automatic,Diesel,81.0,22500
Audi A3,Sedans,36000.0,2.0,Semi-automatic,Diesel,85.0,22500
Audi A3,Sedans,89000.0,3.0,Semi-automatic,LPG/CNG,81.0,22500
Audi A3,Sedans,16800.0,2.0,Semi-automatic,Diesel,85.0,22300
Audi A3,Sedans,15000.0,1.0,Semi-automatic,Diesel,110.0,22400
Audi A3,Sedans,29000.0,2.0,Semi-automatic,Diesel,81.0,22000
Audi A3,Sedans,29300.0,2.0,Semi-automatic,Benzine,85.0,22250
Audi A3,Sedans,51500.0,3.0,Semi-automatic,LPG/CNG,81.0,22100
Audi A3,Sedans,28000.0,1.0,Semi-automatic,Diesel,85.0,22400
Audi A3,Sedans,92000.0,2.0,Semi-automatic,LPG/CNG,81.0,22000
Audi A3,Sedans,58000.0,2.0,Semi-automatic,Diesel,85.0,22000
Audi A3,Sedans,60000.0,3.0,Semi-automatic,Diesel,110.0,22000
Audi A3,Sedans,10000.0,1.0,Semi-automatic,Diesel,85.0,22000
Audi A3,Sedans,63000.0,3.0,Semi-automatic,Diesel,110.0,22000
Audi A3,Sedans,78500.0,3.0,Semi-automatic,LPG/CNG,81.0,23500
Audi A3,Sedans,96000.0,2.0,Semi-automatic,LPG/CNG,81.0,22000
Audi A3,Sedans,60000.0,3.0,Semi-automatic,Diesel,81.0,22000
Audi A3,Sedans,78000.0,3.0,Semi-automatic,Diesel,110.0,22000
Audi A3,Sedans,19000.0,2.0,Semi-automatic,Diesel,85.0,23490
Audi A3,Sedans,30000.0,3.0,Semi-automatic,Diesel,110.0,23500
Audi A3,Sedans,59000.0,2.0,Semi-automatic,LPG/CNG,81.0,23400
Audi A3,Sedans,20000.0,1.0,Semi-automatic,Diesel,85.0,23200
Audi A3,Sedans,44000.0,2.0,Semi-automatic,Diesel,81.0,23000
Audi A3,Sedans,15000.0,1.0,Semi-automatic,Diesel,85.0,23000
Audi A3,Sedans,55000.0,2.0,Semi-automatic,Diesel,110.0,23000
Audi A3,Sedans,98000.0,3.0,Semi-automatic,Diesel,110.0,23000
Audi A3,Sedans,98000.0,3.0,Semi-automatic,Diesel,110.0,23000
Audi A3,Sedans,55000.0,3.0,Semi-automatic,Diesel,110.0,22950
Audi A3,Sedans,4300.0,2.0,Semi-automatic,Diesel,85.0,22900
Audi A3,Sedans,15000.0,1.0,Semi-automatic,Diesel,85.0,22900
Audi A3,Sedans,15000.0,1.0,Semi-automatic,Diesel,85.0,22900
Audi A3,Sedans,17588.0,1.0,Semi-automatic,Diesel,85.0,22900
Audi A3,Sedans,13762.0,1.0,Semi-automatic,Diesel,85.0,22900
Audi A3,Sedans,27000.0,1.0,Semi-automatic,Diesel,85.0,22900
Audi A3,Sedans,61200.0,3.0,Semi-automatic,Diesel,110.0,22800
Audi A3,Sedans,90000.0,3.0,Semi-automatic,Diesel,81.0,20000
Audi A3,Sedans,81000.0,2.0,Semi-automatic,Diesel,81.0,20000
Audi A3,Sedans,40000.0,2.0,Semi-automatic,Diesel,85.0,20000
Audi A3,Sedans,27000.0,2.0,Semi-automatic,Diesel,81.0,20000
Audi A3,Sedans,27100.0,2.0,Semi-automatic,Diesel,81.0,19980
Audi A3,Sedans,96000.0,2.0,Semi-automatic,LPG/CNG,81.0,20000
Audi A3,Sedans,54500.0,3.0,Semi-automatic,Diesel,81.0,20000
Audi A3,Sedans,112000.0,3.0,Semi-automatic,Diesel,110.0,19500
Audi A3,Sedans,60888.0,2.0,Semi-automatic,Diesel,85.0,19800
Audi A3,Sedans,44000.0,3.0,Semi-automatic,Diesel,81.0,19500
Audi A3,Sedans,82000.0,3.0,Semi-automatic,Diesel,110.0,19900
Audi A3,Sedans,51000.0,3.0,Semi-automatic,Diesel,81.0,19500
Audi A3,Sedans,59400.0,3.0,Semi-automatic,Diesel,81.0,19300
Audi A3,Sedans,23862.0,2.0,Semi-automatic,Diesel,85.0,19370
Audi A3,Sedans,57000.0,3.0,Semi-automatic,Diesel,81.0,19200
Audi A3,Sedans,69000.0,3.0,Semi-automatic,Diesel,81.0,19000
Audi A3,Sedans,40000.0,2.0,Semi-automatic,Diesel,81.0,19000
Audi A3,Sedans,98857.0,3.0,Semi-automatic,Benzine,110.0,21950
Audi A3,Sedans,73000.0,2.0,Semi-automatic,Diesel,85.0,21500
Audi A3,Sedans,25600.0,1.0,Semi-automatic,Diesel,85.0,21500
Audi A3,Sedans,67000.0,3.0,Semi-automatic,Diesel,81.0,21500
Audi A3,Sedans,127000.0,3.0,Semi-automatic,Diesel,135.0,21500
Audi A3,Sedans,48000.0,2.0,Semi-automatic,Diesel,81.0,21500
Audi A3,Sedans,55000.0,3.0,Semi-automatic,Diesel,110.0,21500
Audi A3,Sedans,20.0,1.0,Semi-automatic,Diesel,85.0,21500
Audi A3,Sedans,41603.0,2.0,Semi-automatic,Diesel,81.0,21499
Audi A3,Sedans,63000.0,3.0,Semi-automatic,Diesel,110.0,21400
Audi A3,Sedans,94000.0,3.0,Semi-automatic,LPG/CNG,81.0,21000
Audi A3,Sedans,85000.0,2.0,Semi-automatic,Diesel,110.0,20999
Audi A3,Sedans,50900.0,2.0,Semi-automatic,Diesel,81.0,20900
Audi A3,Sedans,39000.0,1.0,Semi-automatic,Diesel,85.0,20900
Audi A3,Sedans,54000.0,3.0,Semi-automatic,Diesel,81.0,20500
Audi A3,Sedans,31000.0,2.0,Semi-automatic,Diesel,85.0,20400
Audi A3,Sedans,73000.0,3.0,Semi-automatic,LPG/CNG,81.0,20500
Audi A3,Sedans,45000.0,2.0,Semi-automatic,Diesel,85.0,20009
Audi A3,Sedans,45000.0,2.0,Semi-automatic,Diesel,85.0,19000
Audi A3,Sedans,58000.0,3.0,Semi-automatic,Diesel,81.0,19000
Audi A3,Sedans,119900.0,3.0,Semi-automatic,LPG/CNG,81.0,18900
Audi A3,Sedans,62900.0,2.0,Semi-automatic,Diesel,110.0,20200
Audi A3,Sedans,85480.0,2.0,Semi-automatic,Diesel,85.0,18900
Audi A3,Sedans,100000.0,3.0,Semi-automatic,Diesel,81.0,18500
Audi A3,Sedans,149000.0,3.0,Semi-automatic,Diesel,110.0,18490
Audi A3,Sedans,54000.0,2.0,Semi-automatic,Diesel,81.0,18500
Audi A3,Sedans,62000.0,3.0,Semi-automatic,Diesel,81.0,18500
Audi A3,Sedans,61200.0,3.0,Semi-automatic,Diesel,81.0,18500
Audi A3,Sedans,49045.0,2.0,Semi-automatic,Diesel,81.0,18500
Audi A3,Sedans,70000.0,3.0,Semi-automatic,Diesel,81.0,18500
Audi A3,Sedans,50000.0,3.0,Semi-automatic,Diesel,81.0,18300
Audi A3,Sedans,54000.0,3.0,Semi-automatic,Diesel,81.0,18200
Audi A3,Sedans,49000.0,3.0,Semi-automatic,Diesel,81.0,18000
Audi A3,Sedans,60000.0,3.0,Semi-automatic,Diesel,81.0,18000
Audi A3,Sedans,114230.0,3.0,Semi-automatic,LPG/CNG,81.0,17800
Audi A3,Sedans,75000.0,3.0,Semi-automatic,Diesel,81.0,18000
Audi A3,Sedans,121000.0,2.0,Semi-automatic,Diesel,81.0,17899
Audi A3,Sedans,39000.0,3.0,Semi-automatic,Diesel,81.0,17890
Audi A3,Sedans,122000.0,2.0,Semi-automatic,Diesel,85.0,17590
Audi A3,Sedans,55000.0,3.0,Semi-automatic,Diesel,81.0,17500
Audi A3,Sedans,80000.0,3.0,Semi-automatic,Diesel,81.0,17500
Audi A3,Sedans,62000.0,3.0,Semi-automatic,Diesel,81.0,17490
Audi A3,Sedans,59000.0,3.0,Semi-automatic,Diesel,110.0,17000
Audi A3,Sedans,83500.0,3.0,Semi-automatic,Diesel,81.0,16800
Audi A3,Sedans,98500.0,3.0,Semi-automatic,Diesel,81.0,16800
Audi A3,Sedans,95000.0,3.0,Semi-automatic,Diesel,81.0,16700
Audi A3,Sedans,125000.0,3.0,Semi-automatic,Diesel,110.0,16500
Audi A3,Sedans,56000.0,3.0,Semi-automatic,Diesel,81.0,16500
Audi A3,Sedans,84000.0,3.0,Semi-automatic,Diesel,81.0,16350
Audi A3,Sedans,96000.0,3.0,Semi-automatic,Diesel,81.0,16200
Audi A3,Sedans,98000.0,3.0,Semi-automatic,Diesel,110.0,16000
Audi A3,Sedans,165000.0,3.0,Semi-automatic,Diesel,81.0,15900
Audi A3,Sedans,169000.0,3.0,Semi-automatic,Diesel,81.0,15890
Audi A3,Sedans,161000.0,3.0,Semi-automatic,LPG/CNG,81.0,15500
Audi A3,Sedans,150000.0,3.0,Semi-automatic,Diesel,110.0,15500
Audi A3,Sedans,157000.0,3.0,Semi-automatic,Diesel,81.0,15450
Audi A3,Sedans,150000.0,3.0,Semi-automatic,Diesel,81.0,14800
Audi A3,Sedans,152000.0,3.0,Semi-automatic,Diesel,81.0,14000
Audi A3,Station wagon,87000.0,2.0,Manual,Diesel,81.0,15790
Audi A3,Sedans,96400.0,3.0,Manual,Diesel,110.0,15790
Audi A3,Sedans,94000.0,3.0,Manual,Diesel,81.0,15800
Audi A3,Sedans,70000.0,3.0,Manual,Diesel,81.0,15799
Audi A3,Sedans,53500.0,3.0,Manual,Benzine,81.0,15780
Audi A3,Sedans,80617.0,3.0,Manual,Diesel,81.0,15780
Audi A3,Sedans,84386.0,3.0,Manual,Diesel,81.0,15750
Audi A3,Sedans,87330.0,3.0,Manual,Diesel,81.0,15750
Audi A3,Sedans,101000.0,3.0,Manual,Diesel,81.0,15700
Audi A3,Station wagon,142036.0,3.0,Manual,Diesel,110.0,15750
Audi A3,Sedans,89991.0,2.0,Manual,Diesel,81.0,15700
Audi A3,Sedans,83000.0,3.0,Manual,Diesel,81.0,15700
Audi A3,Station wagon,61100.0,3.0,Manual,Diesel,81.0,15700
Audi A3,Sedans,57809.0,3.0,Manual,Diesel,81.0,15700
Audi A3,Sedans,89138.0,3.0,Manual,Diesel,81.0,15700
Audi A3,Sedans,108000.0,2.0,Manual,Diesel,85.0,15699
Audi A3,Sedans,116593.0,3.0,Manual,Diesel,135.0,15680
Audi A3,Sedans,92816.0,2.0,Manual,Diesel,85.0,15930
Audi A3,Sedans,111900.0,3.0,Manual,Diesel,110.0,15930
Audi A3,Sedans,81295.0,3.0,Manual,Diesel,81.0,15930
Audi A3,Sedans,50000.0,3.0,Manual,Diesel,81.0,15990
Audi A3,Station wagon,89812.0,3.0,Manual,Diesel,81.0,15990
Audi A3,Sedans,42152.0,2.0,Manual,Diesel,81.0,15990
Audi A3,Station wagon,111900.0,3.0,Manual,Diesel,110.0,15930
Audi A3,Sedans,98000.0,3.0,Manual,Diesel,81.0,15900
Audi A3,Sedans,142800.0,3.0,Manual,Diesel,110.0,15900
Audi A3,Sedans,100000.0,3.0,Manual,Diesel,81.0,15900
Audi A3,Sedans,97000.0,3.0,Manual,LPG/CNG,81.0,15900
Audi A3,Station wagon,32472.0,3.0,Manual,Diesel,81.0,15900
Audi A3,Sedans,55927.0,3.0,Manual,Diesel,81.0,15900
Audi A3,Sedans,79575.0,3.0,Manual,Diesel,81.0,15900
Audi A3,Sedans,108500.0,3.0,Manual,Diesel,81.0,15900
Audi A3,Sedans,42000.0,3.0,Manual,Diesel,81.0,15900
Audi A3,Sedans,47000.0,3.0,Manual,Diesel,81.0,15900
Audi A3,Sedans,129800.0,3.0,Manual,Diesel,110.0,15900
Audi A3,Sedans,61446.0,3.0,Manual,Diesel,110.0,15900
Audi A3,Sedans,50000.0,2.0,Manual,Benzine,85.0,15900
Audi A3,Compact,118982.0,3.0,Manual,Diesel,81.0,15900
Audi A3,Sedans,79990.0,3.0,Manual,Diesel,81.0,15990
Audi A3,Sedans,79990.0,3.0,Manual,Diesel,81.0,15990
Audi A3,Sedans,42378.0,3.0,Manual,Benzine,81.0,15990
Audi A3,Sedans,53000.0,3.0,Manual,Diesel,81.0,15990
Audi A3,Sedans,59843.0,3.0,Manual,Diesel,81.0,15990
Audi A3,Compact,110000.0,3.0,Manual,Diesel,81.0,15990
Audi A3,Compact,49493.0,3.0,Manual,Diesel,82.0,15990
Audi A3,Sedans,123226.0,3.0,Manual,Diesel,81.0,16000
Audi A3,Sedans,55000.0,3.0,Manual,Diesel,81.0,16000
Audi A3,Sedans,61000.0,3.0,Manual,Diesel,81.0,16000
Audi A3,Sedans,5410.0,2.0,Manual,Benzine,85.0,16000
Audi A3,Compact,108000.0,3.0,Manual,Benzine,92.0,15900
Audi A3,Sedans,123226.0,3.0,Manual,Diesel,81.0,16000
Audi A3,Sedans,89000.0,3.0,Manual,Diesel,81.0,16000
Audi A3,Sedans,65000.0,3.0,Manual,Diesel,81.0,16000
Audi A3,Sedans,76662.0,3.0,Manual,Diesel,81.0,15999
Audi A3,Sedans,61418.0,3.0,Manual,Benzine,81.0,16000
Audi A3,Sedans,94000.0,3.0,Manual,Diesel,81.0,16000
Audi A3,Sedans,40354.0,3.0,Manual,Benzine,81.0,15999
Audi A3,Sedans,101000.0,3.0,Manual,Diesel,81.0,15999
Audi A3,Sedans,79307.0,3.0,Manual,Diesel,81.0,15999
Audi A3,Sedans,31000.0,3.0,Manual,Diesel,81.0,15999
Audi A3,Sedans,90069.0,3.0,Manual,Benzine,92.0,15995
Audi A3,Sedans,67839.0,3.0,Manual,Diesel,81.0,15980
Audi A3,Sedans,105259.0,3.0,Manual,Diesel,81.0,15999
Audi A3,Station wagon,47786.0,3.0,Manual,Diesel,81.0,15990
Audi A3,Sedans,110712.0,2.0,Manual,Diesel,81.0,15980
Audi A3,Sedans,89346.0,3.0,Manual,Diesel,81.0,15900
Audi A3,Sedans,146839.0,3.0,Manual,Diesel,81.0,15980
Audi A3,Sedans,53994.0,3.0,Manual,Diesel,81.0,15890
Audi A3,Sedans,50800.0,3.0,Manual,Diesel,81.0,15890
Audi A3,Sedans,64500.0,3.0,Manual,Diesel,81.0,15899
Audi A3,Sedans,122300.0,3.0,Manual,Diesel,81.0,15890
Audi A3,Sedans,53411.0,3.0,Manual,Diesel,81.0,15890
Audi A3,Sedans,87000.0,3.0,Manual,Diesel,81.0,15890
Audi A3,Sedans,46928.0,3.0,Manual,Diesel,81.0,15890
Audi A3,Sedans,32185.0,3.0,Manual,Benzine,81.0,15890
Audi A3,Sedans,54200.0,3.0,Manual,Diesel,81.0,15880
Audi A3,Sedans,26280.0,3.0,Manual,Benzine,81.0,15880
Audi A3,Sedans,124511.0,3.0,Manual,Diesel,110.0,15870
Audi A3,Station wagon,43424.0,3.0,Manual,Benzine,81.0,15850
Audi A3,Sedans,31992.0,3.0,Manual,Benzine,81.0,15850
Audi A3,Sedans,30057.0,3.0,Manual,Benzine,81.0,15850
Audi A3,Sedans,127892.0,2.0,Manual,Diesel,85.0,15850
Audi A3,Sedans,39722.0,3.0,Manual,Benzine,81.0,15850
Audi A3,Sedans,77320.0,3.0,Manual,Diesel,81.0,15850
Audi A3,Sedans,116000.0,3.0,Manual,Diesel,81.0,15990
Audi A3,Sedans,71760.0,2.0,Manual,Diesel,81.0,15990
Audi A3,Sedans,105227.0,3.0,Manual,Diesel,81.0,15980
Audi A3,Sedans,61000.0,3.0,Manual,Diesel,81.0,15980
Audi A3,Sedans,73500.0,3.0,Manual,Diesel,81.0,15980
Audi A3,Station wagon,97586.0,2.0,Manual,Diesel,85.0,15850
Audi A3,Sedans,79300.0,2.0,Manual,Diesel,110.0,15975
Audi A3,Station wagon,33051.0,3.0,Manual,Diesel,81.0,15970
Audi A3,Compact,112000.0,3.0,Manual,Diesel,135.0,15950
Audi A3,Compact,112000.0,3.0,Manual,Diesel,135.0,15950
Audi A3,Station wagon,20000.0,3.0,Manual,Diesel,81.0,15950
Audi A3,Sedans,68100.0,3.0,Manual,Diesel,81.0,15950
Audi A3,Compact,78968.0,3.0,Manual,Diesel,82.0,15950
Audi A3,Sedans,117000.0,2.0,Manual,Diesel,85.0,15950
Audi A3,Sedans,112000.0,3.0,Manual,Diesel,135.0,15950
Audi A3,Compact,112000.0,3.0,Manual,Diesel,135.0,15950
Audi A3,Sedans,116557.0,3.0,Manual,Diesel,81.0,15950
Audi A3,Sedans,94427.0,3.0,Manual,Diesel,81.0,15950
Audi A3,Sedans,89234.0,3.0,Manual,Diesel,81.0,15950
Audi A3,Sedans,1.0,1.0,Semi-automatic,Diesel,85.0,30500
Audi A3,Sedans,35000.0,2.0,Semi-automatic,Diesel,110.0,34000
Audi A3,Sedans,9000.0,1.0,Semi-automatic,Diesel,110.0,32000
Audi A3,Sedans,35000.0,1.0,Semi-automatic,Benzine,294.0,64900
Audi A3,Sedans,41500.0,2.0,Semi-automatic,Diesel,110.0,28390
Audi A3,Compact,7.0,1.0,Semi-automatic,Benzine,85.0,39959
Audi A3,Sedans,700.0,0.0,Semi-automatic,Benzine,294.0,62900
Audi A3,Compact,7.0,0.0,Semi-automatic,Benzine,85.0,39575
Audi A3,Sedans,5200.0,1.0,Semi-automatic,Benzine,294.0,56900
Audi A3,Sedans,10000.0,1.0,Semi-automatic,Benzine,294.0,58500
Audi A3,Sedans,7500.0,1.0,Semi-automatic,Benzine,228.0,58990
Audi A3,Station wagon,10.0,0.0,Semi-automatic,Benzine,294.0,63900
Audi A3,Sedans,63000.0,1.0,Semi-automatic,Benzine,294.0,57400
Audi A3,Convertible,8364.0,1.0,Semi-automatic,Benzine,228.0,56100
Audi A3,Sedans,24000.0,2.0,Semi-automatic,Benzine,294.0,55000
Audi A3,Sedans,30000.0,1.0,Semi-automatic,Benzine,294.0,55000
Audi A3,Sedans,4000.0,1.0,Semi-automatic,Benzine,294.0,53000
Audi A3,Sedans,19000.0,2.0,Semi-automatic,Benzine,294.0,51900
Audi A3,Sedans,49000.0,1.0,Semi-automatic,Benzine,294.0,51900
Audi A3,Sedans,13963.0,1.0,Semi-automatic,Benzine,294.0,52000
Audi A3,Sedans,25000.0,1.0,Semi-automatic,Benzine,294.0,50000
Audi A3,Sedans,33000.0,2.0,Semi-automatic,Benzine,294.0,51999
Audi A3,Sedans,17234.0,1.0,Semi-automatic,Benzine,294.0,49900
Audi A3,Compact,750.0,0.0,Semi-automatic,Benzine,110.0,41495
Audi A3,Sedans,37333.0,3.0,Semi-automatic,Benzine,270.0,42500
Audi A3,Sedans,30000.0,3.0,Semi-automatic,Benzine,270.0,41000
Audi A3,Sedans,18700.0,1.0,Semi-automatic,Benzine,294.0,45890
Audi A3,Compact,7.0,0.0,Semi-automatic,Benzine,110.0,38495
Audi A3,Sedans,13800.0,1.0,Semi-automatic,Electric,110.0,38450
Audi A3,Compact,7.0,0.0,Semi-automatic,Benzine,85.0,38725
Audi A3,Sedans,38000.0,1.0,Semi-automatic,Diesel,135.0,38000
